,Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat
571,İstanbul,9,35,749900,150,140,5,0,7
572,İstanbul,9,35,529900,120,105,3,0,0
573,İstanbul,9,2,1434900,160,150,5,0,25
574,İstanbul,9,2,800000,105,90,1,6,11
575,İstanbul,9,35,659000,140,120,5,0,0
576,İstanbul,9,35,439000,110,100,3,7,7
577,İstanbul,16,124,870000,120,115,3,5,12
578,İstanbul,9,35,1950000,165,136,5,5,5
579,İstanbul,9,35,2750000,165,146,5,3,16
580,İstanbul,31,58,1250000,127,105,5,2,0
581,İstanbul,9,35,739000,115,102,3,0,7
582,İstanbul,9,35,699000,146,120,5,0,0
583,İstanbul,9,35,340000,110,100,3,7,7
584,İstanbul,9,35,439000,110,100,3,7,7
585,İstanbul,9,35,269999,130,120,3,0,19
586,İstanbul,9,35,499999,120,110,3,0,7
587,İstanbul,3,155,2325000,220,205,11,7,26
588,İstanbul,14,35,739000,115,102,3,0,7
589,İstanbul,9,35,539999,100,95,3,0,25
590,İstanbul,3,117,615000,100,87,3,5,13
591,İstanbul,9,128,889000,110,90,3,0,7
592,İstanbul,22,135,610000,135,120,5,3,0
593,İstanbul,3,155,1250000,210,200,11,5,26
594,İstanbul,22,62,1600000,141,95,5,7,1
595,İstanbul,9,2,1575000,140,125,3,8,24
596,İstanbul,8,144,200000000,1500,1100,13,5,23
597,İstanbul,2,56,495000,130,110,5,5,7
598,İstanbul,2,37,390000,110,100,5,5,0
599,İstanbul,14,145,450000,100,90,3,8,0
600,İstanbul,9,2,1699000,270,250,11,0,12
601,İstanbul,9,35,749900,150,140,5,0,7
602,İstanbul,9,35,529900,120,105,3,0,0
603,İstanbul,9,2,1434900,160,150,5,0,25
604,İstanbul,9,2,800000,105,90,1,6,11
605,İstanbul,9,35,659000,140,120,5,0,0
606,İstanbul,9,35,439000,110,100,3,7,7
607,İstanbul,16,124,870000,120,115,3,5,12
608,İstanbul,9,35,1950000,165,136,5,5,5
609,İstanbul,9,35,2750000,165,146,5,3,16
610,İstanbul,31,58,1250000,127,105,5,2,0
611,İstanbul,9,35,739000,115,102,3,0,7
612,İstanbul,9,35,699000,146,120,5,0,0
613,İstanbul,9,35,340000,110,100,3,7,7
614,İstanbul,9,35,439000,110,100,3,7,7
615,İstanbul,9,35,269999,130,120,3,0,19
616,İstanbul,9,35,499999,120,110,3,0,7
617,İstanbul,3,155,2325000,220,205,11,7,26
618,İstanbul,14,35,739000,115,102,3,0,7
619,İstanbul,9,35,539999,100,95,3,0,25
620,İstanbul,3,117,615000,100,87,3,5,13
621,İstanbul,9,128,889000,110,90,3,0,7
622,İstanbul,22,135,610000,135,120,5,3,0
623,İstanbul,3,155,1250000,210,200,11,5,26
624,İstanbul,22,62,1600000,141,95,5,7,1
625,İstanbul,9,2,1575000,140,125,3,8,24
626,İstanbul,8,144,200000000,1500,1100,13,5,23
627,İstanbul,2,56,495000,130,110,5,5,7
628,İstanbul,2,37,390000,110,100,5,5,0
629,İstanbul,14,145,450000,100,90,3,8,0
630,İstanbul,9,2,1699000,270,250,11,0,12
631,İstanbul,9,35,749900,150,140,5,0,7
632,İstanbul,9,35,529900,120,105,3,0,0
633,İstanbul,9,2,1434900,160,150,5,0,25
634,İstanbul,9,2,800000,105,90,1,6,11
635,İstanbul,9,35,659000,140,120,5,0,0
636,İstanbul,9,35,439000,110,100,3,7,7
637,İstanbul,16,124,870000,120,115,3,5,12
638,İstanbul,9,35,1950000,165,136,5,5,5
639,İstanbul,9,35,2750000,165,146,5,3,16
640,İstanbul,31,58,1250000,127,105,5,2,0
641,İstanbul,9,35,739000,115,102,3,0,7
642,İstanbul,9,35,699000,146,120,5,0,0
643,İstanbul,9,35,340000,110,100,3,7,7
644,İstanbul,9,35,439000,110,100,3,7,7
645,İstanbul,9,35,269999,130,120,3,0,19
646,İstanbul,9,35,499999,120,110,3,0,7
647,İstanbul,3,155,2325000,220,205,11,7,26
648,İstanbul,14,35,739000,115,102,3,0,7
649,İstanbul,9,35,539999,100,95,3,0,25
650,İstanbul,3,117,615000,100,87,3,5,13
651,İstanbul,9,128,889000,110,90,3,0,7
652,İstanbul,22,135,610000,135,120,5,3,0
653,İstanbul,3,155,1250000,210,200,11,5,26
654,İstanbul,22,62,1600000,141,95,5,7,1
655,İstanbul,9,2,1575000,140,125,3,8,24
656,İstanbul,8,144,200000000,1500,1100,13,5,23
657,İstanbul,2,56,495000,130,110,5,5,7
658,İstanbul,2,37,390000,110,100,5,5,0
659,İstanbul,14,145,450000,100,90,3,8,0
660,İstanbul,9,2,1699000,270,250,11,0,12
661,İstanbul,9,35,749900,150,140,5,0,7
662,İstanbul,9,35,529900,120,105,3,0,0
663,İstanbul,9,2,1434900,160,150,5,0,25
664,İstanbul,9,2,800000,105,90,1,6,11
665,İstanbul,9,35,659000,140,120,5,0,0
666,İstanbul,9,35,439000,110,100,3,7,7
667,İstanbul,16,124,870000,120,115,3,5,12
668,İstanbul,9,35,1950000,165,136,5,5,5
669,İstanbul,9,35,2750000,165,146,5,3,16
670,İstanbul,31,58,1250000,127,105,5,2,0
671,İstanbul,9,35,739000,115,102,3,0,7
672,İstanbul,9,35,699000,146,120,5,0,0
673,İstanbul,9,35,340000,110,100,3,7,7
674,İstanbul,9,35,439000,110,100,3,7,7
675,İstanbul,9,35,269999,130,120,3,0,19
676,İstanbul,9,35,499999,120,110,3,0,7
677,İstanbul,3,155,2325000,220,205,11,7,26
678,İstanbul,14,35,739000,115,102,3,0,7
679,İstanbul,9,35,539999,100,95,3,0,25
680,İstanbul,3,117,615000,100,87,3,5,13
681,İstanbul,9,128,889000,110,90,3,0,7
682,İstanbul,22,135,610000,135,120,5,3,0
683,İstanbul,3,155,1250000,210,200,11,5,26
684,İstanbul,22,62,1600000,141,95,5,7,1
685,İstanbul,9,2,1575000,140,125,3,8,24
686,İstanbul,8,144,200000000,1500,1100,13,5,23
687,İstanbul,2,56,495000,130,110,5,5,7
688,İstanbul,2,37,390000,110,100,5,5,0
689,İstanbul,14,145,450000,100,90,3,8,0
690,İstanbul,9,2,1699000,270,250,11,0,12
691,İstanbul,9,35,749900,150,140,5,0,7
692,İstanbul,9,35,529900,120,105,3,0,0
693,İstanbul,9,2,1434900,160,150,5,0,25
694,İstanbul,9,2,800000,105,90,1,6,11
695,İstanbul,9,35,659000,140,120,5,0,0
696,İstanbul,9,35,439000,110,100,3,7,7
697,İstanbul,16,124,870000,120,115,3,5,12
698,İstanbul,9,35,1950000,165,136,5,5,5
699,İstanbul,9,35,2750000,165,146,5,3,16
700,İstanbul,31,58,1250000,127,105,5,2,0
701,İstanbul,9,35,739000,115,102,3,0,7
702,İstanbul,9,35,699000,146,120,5,0,0
703,İstanbul,9,35,340000,110,100,3,7,7
704,İstanbul,9,35,439000,110,100,3,7,7
705,İstanbul,9,35,269999,130,120,3,0,19
706,İstanbul,9,35,499999,120,110,3,0,7
707,İstanbul,3,155,2325000,220,205,11,7,26
708,İstanbul,14,35,739000,115,102,3,0,7
709,İstanbul,9,35,539999,100,95,3,0,25
710,İstanbul,3,117,615000,100,87,3,5,13
711,İstanbul,9,128,889000,110,90,3,0,7
712,İstanbul,22,135,610000,135,120,5,3,0
713,İstanbul,3,155,1250000,210,200,11,5,26
714,İstanbul,22,62,1600000,141,95,5,7,1
715,İstanbul,9,2,1575000,140,125,3,8,24
716,İstanbul,8,144,200000000,1500,1100,13,5,23
717,İstanbul,2,56,495000,130,110,5,5,7
718,İstanbul,2,37,390000,110,100,5,5,0
719,İstanbul,14,145,450000,100,90,3,8,0
720,İstanbul,9,2,1699000,270,250,11,0,12
721,İstanbul,9,35,749900,150,140,5,0,7
722,İstanbul,9,35,529900,120,105,3,0,0
723,İstanbul,9,2,1434900,160,150,5,0,25
724,İstanbul,9,2,800000,105,90,1,6,11
725,İstanbul,9,35,659000,140,120,5,0,0
726,İstanbul,9,35,439000,110,100,3,7,7
727,İstanbul,16,124,870000,120,115,3,5,12
728,İstanbul,9,35,1950000,165,136,5,5,5
729,İstanbul,9,35,2750000,165,146,5,3,16
730,İstanbul,31,58,1250000,127,105,5,2,0
731,İstanbul,9,35,739000,115,102,3,0,7
732,İstanbul,9,35,699000,146,120,5,0,0
733,İstanbul,9,35,340000,110,100,3,7,7
734,İstanbul,9,35,439000,110,100,3,7,7
735,İstanbul,9,35,269999,130,120,3,0,19
736,İstanbul,9,35,499999,120,110,3,0,7
737,İstanbul,3,155,2325000,220,205,11,7,26
738,İstanbul,14,35,739000,115,102,3,0,7
739,İstanbul,9,35,539999,100,95,3,0,25
740,İstanbul,3,117,615000,100,87,3,5,13
741,İstanbul,9,128,889000,110,90,3,0,7
742,İstanbul,22,135,610000,135,120,5,3,0
743,İstanbul,3,155,1250000,210,200,11,5,26
744,İstanbul,22,62,1600000,141,95,5,7,1
745,İstanbul,9,2,1575000,140,125,3,8,24
746,İstanbul,8,144,200000000,1500,1100,13,5,23
747,İstanbul,2,56,495000,130,110,5,5,7
748,İstanbul,2,37,390000,110,100,5,5,0
749,İstanbul,14,145,450000,100,90,3,8,0
750,İstanbul,9,2,1699000,270,250,11,0,12
751,İstanbul,9,35,749900,150,140,5,0,7
752,İstanbul,9,35,529900,120,105,3,0,0
753,İstanbul,9,2,1434900,160,150,5,0,25
754,İstanbul,9,2,800000,105,90,1,6,11
755,İstanbul,9,35,659000,140,120,5,0,0
756,İstanbul,9,35,439000,110,100,3,7,7
757,İstanbul,16,124,870000,120,115,3,5,12
758,İstanbul,9,35,1950000,165,136,5,5,5
759,İstanbul,9,35,2750000,165,146,5,3,16
760,İstanbul,31,58,1250000,127,105,5,2,0
761,İstanbul,9,35,739000,115,102,3,0,7
762,İstanbul,9,35,699000,146,120,5,0,0
763,İstanbul,9,35,340000,110,100,3,7,7
764,İstanbul,9,35,439000,110,100,3,7,7
765,İstanbul,9,35,269999,130,120,3,0,19
766,İstanbul,9,35,499999,120,110,3,0,7
767,İstanbul,3,155,2325000,220,205,11,7,26
768,İstanbul,14,35,739000,115,102,3,0,7
769,İstanbul,9,35,539999,100,95,3,0,25
770,İstanbul,3,117,615000,100,87,3,5,13
771,İstanbul,9,128,889000,110,90,3,0,7
772,İstanbul,22,135,610000,135,120,5,3,0
773,İstanbul,3,155,1250000,210,200,11,5,26
774,İstanbul,22,62,1600000,141,95,5,7,1
775,İstanbul,9,2,1575000,140,125,3,8,24
776,İstanbul,8,144,200000000,1500,1100,13,5,23
777,İstanbul,2,56,495000,130,110,5,5,7
778,İstanbul,2,37,390000,110,100,5,5,0
779,İstanbul,14,145,450000,100,90,3,8,0
780,İstanbul,9,2,1699000,270,250,11,0,12
781,İstanbul,9,35,749900,150,140,5,0,7
782,İstanbul,9,35,529900,120,105,3,0,0
783,İstanbul,9,2,1434900,160,150,5,0,25
784,İstanbul,9,2,800000,105,90,1,6,11
785,İstanbul,9,35,659000,140,120,5,0,0
786,İstanbul,9,35,439000,110,100,3,7,7
787,İstanbul,16,124,870000,120,115,3,5,12
788,İstanbul,9,35,1950000,165,136,5,5,5
789,İstanbul,9,35,2750000,165,146,5,3,16
790,İstanbul,31,58,1250000,127,105,5,2,0
791,İstanbul,9,35,739000,115,102,3,0,7
792,İstanbul,9,35,699000,146,120,5,0,0
793,İstanbul,9,35,340000,110,100,3,7,7
794,İstanbul,9,35,439000,110,100,3,7,7
795,İstanbul,9,35,269999,130,120,3,0,19
796,İstanbul,9,35,499999,120,110,3,0,7
797,İstanbul,3,155,2325000,220,205,11,7,26
798,İstanbul,14,35,739000,115,102,3,0,7
799,İstanbul,9,35,539999,100,95,3,0,25
800,İstanbul,3,117,615000,100,87,3,5,13
801,İstanbul,9,128,889000,110,90,3,0,7
802,İstanbul,22,135,610000,135,120,5,3,0
803,İstanbul,3,155,1250000,210,200,11,5,26
804,İstanbul,22,62,1600000,141,95,5,7,1
805,İstanbul,9,2,1575000,140,125,3,8,24
806,İstanbul,8,144,200000000,1500,1100,13,5,23
807,İstanbul,2,56,495000,130,110,5,5,7
808,İstanbul,2,37,390000,110,100,5,5,0
809,İstanbul,14,145,450000,100,90,3,8,0
810,İstanbul,9,2,1699000,270,250,11,0,12
811,İstanbul,9,35,749900,150,140,5,0,7
812,İstanbul,9,35,529900,120,105,3,0,0
813,İstanbul,9,2,1434900,160,150,5,0,25
814,İstanbul,9,2,800000,105,90,1,6,11
815,İstanbul,9,35,659000,140,120,5,0,0
816,İstanbul,9,35,439000,110,100,3,7,7
817,İstanbul,16,124,870000,120,115,3,5,12
818,İstanbul,9,35,1950000,165,136,5,5,5
819,İstanbul,9,35,2750000,165,146,5,3,16
820,İstanbul,31,58,1250000,127,105,5,2,0
821,İstanbul,9,35,739000,115,102,3,0,7
822,İstanbul,9,35,699000,146,120,5,0,0
823,İstanbul,9,35,340000,110,100,3,7,7
824,İstanbul,9,35,439000,110,100,3,7,7
825,İstanbul,9,35,269999,130,120,3,0,19
826,İstanbul,9,35,499999,120,110,3,0,7
827,İstanbul,3,155,2325000,220,205,11,7,26
828,İstanbul,14,35,739000,115,102,3,0,7
829,İstanbul,9,35,539999,100,95,3,0,25
830,İstanbul,3,117,615000,100,87,3,5,13
831,İstanbul,9,128,889000,110,90,3,0,7
832,İstanbul,22,135,610000,135,120,5,3,0
833,İstanbul,3,155,1250000,210,200,11,5,26
834,İstanbul,22,62,1600000,141,95,5,7,1
835,İstanbul,9,2,1575000,140,125,3,8,24
836,İstanbul,8,144,200000000,1500,1100,13,5,23
837,İstanbul,2,56,495000,130,110,5,5,7
838,İstanbul,2,37,390000,110,100,5,5,0
839,İstanbul,14,145,450000,100,90,3,8,0
840,İstanbul,9,2,1699000,270,250,11,0,12
841,İstanbul,9,35,749900,150,140,5,0,7
842,İstanbul,9,35,529900,120,105,3,0,0
843,İstanbul,9,2,1434900,160,150,5,0,25
844,İstanbul,9,2,800000,105,90,1,6,11
845,İstanbul,9,35,659000,140,120,5,0,0
846,İstanbul,9,35,439000,110,100,3,7,7
847,İstanbul,16,124,870000,120,115,3,5,12
848,İstanbul,9,35,1950000,165,136,5,5,5
849,İstanbul,9,35,2750000,165,146,5,3,16
850,İstanbul,31,58,1250000,127,105,5,2,0
851,İstanbul,9,35,739000,115,102,3,0,7
852,İstanbul,9,35,699000,146,120,5,0,0
853,İstanbul,9,35,340000,110,100,3,7,7
854,İstanbul,9,35,439000,110,100,3,7,7
855,İstanbul,9,35,269999,130,120,3,0,19
856,İstanbul,9,35,499999,120,110,3,0,7
857,İstanbul,3,155,2325000,220,205,11,7,26
858,İstanbul,14,35,739000,115,102,3,0,7
859,İstanbul,9,35,539999,100,95,3,0,25
860,İstanbul,3,117,615000,100,87,3,5,13
861,İstanbul,9,128,889000,110,90,3,0,7
862,İstanbul,22,135,610000,135,120,5,3,0
863,İstanbul,3,155,1250000,210,200,11,5,26
864,İstanbul,22,62,1600000,141,95,5,7,1
865,İstanbul,9,2,1575000,140,125,3,8,24
866,İstanbul,8,144,200000000,1500,1100,13,5,23
867,İstanbul,2,56,495000,130,110,5,5,7
868,İstanbul,2,37,390000,110,100,5,5,0
869,İstanbul,14,145,450000,100,90,3,8,0
870,İstanbul,9,2,1699000,270,250,11,0,12
871,İstanbul,9,35,749900,150,140,5,0,7
872,İstanbul,9,35,529900,120,105,3,0,0
873,İstanbul,9,2,1434900,160,150,5,0,25
874,İstanbul,9,2,800000,105,90,1,6,11
875,İstanbul,9,35,659000,140,120,5,0,0
876,İstanbul,9,35,439000,110,100,3,7,7
877,İstanbul,16,124,870000,120,115,3,5,12
878,İstanbul,9,35,1950000,165,136,5,5,5
879,İstanbul,9,35,2750000,165,146,5,3,16
880,İstanbul,31,58,1250000,127,105,5,2,0
881,İstanbul,9,35,739000,115,102,3,0,7
882,İstanbul,9,35,699000,146,120,5,0,0
883,İstanbul,9,35,340000,110,100,3,7,7
884,İstanbul,9,35,439000,110,100,3,7,7
885,İstanbul,9,35,269999,130,120,3,0,19
886,İstanbul,9,35,499999,120,110,3,0,7
887,İstanbul,3,155,2325000,220,205,11,7,26
888,İstanbul,14,35,739000,115,102,3,0,7
889,İstanbul,9,35,539999,100,95,3,0,25
890,İstanbul,3,117,615000,100,87,3,5,13
891,İstanbul,9,128,889000,110,90,3,0,7
892,İstanbul,22,135,610000,135,120,5,3,0
893,İstanbul,3,155,1250000,210,200,11,5,26
894,İstanbul,22,62,1600000,141,95,5,7,1
895,İstanbul,9,2,1575000,140,125,3,8,24
896,İstanbul,8,144,200000000,1500,1100,13,5,23
897,İstanbul,2,56,495000,130,110,5,5,7
898,İstanbul,2,37,390000,110,100,5,5,0
899,İstanbul,14,145,450000,100,90,3,8,0
900,İstanbul,9,2,1699000,270,250,11,0,12
901,İstanbul,9,35,749900,150,140,5,0,7
902,İstanbul,9,35,529900,120,105,3,0,0
903,İstanbul,9,2,1434900,160,150,5,0,25
904,İstanbul,9,2,800000,105,90,1,6,11
905,İstanbul,9,35,659000,140,120,5,0,0
906,İstanbul,9,35,439000,110,100,3,7,7
907,İstanbul,16,124,870000,120,115,3,5,12
908,İstanbul,9,35,1950000,165,136,5,5,5
909,İstanbul,9,35,2750000,165,146,5,3,16
910,İstanbul,31,58,1250000,127,105,5,2,0
911,İstanbul,9,35,739000,115,102,3,0,7
912,İstanbul,9,35,699000,146,120,5,0,0
913,İstanbul,9,35,340000,110,100,3,7,7
914,İstanbul,9,35,439000,110,100,3,7,7
915,İstanbul,9,35,269999,130,120,3,0,19
916,İstanbul,9,35,499999,120,110,3,0,7
917,İstanbul,3,155,2325000,220,205,11,7,26
918,İstanbul,14,35,739000,115,102,3,0,7
919,İstanbul,9,35,539999,100,95,3,0,25
920,İstanbul,3,117,615000,100,87,3,5,13
921,İstanbul,9,128,889000,110,90,3,0,7
922,İstanbul,22,135,610000,135,120,5,3,0
923,İstanbul,3,155,1250000,210,200,11,5,26
924,İstanbul,22,62,1600000,141,95,5,7,1
925,İstanbul,9,2,1575000,140,125,3,8,24
926,İstanbul,8,144,200000000,1500,1100,13,5,23
927,İstanbul,2,56,495000,130,110,5,5,7
928,İstanbul,2,37,390000,110,100,5,5,0
929,İstanbul,14,145,450000,100,90,3,8,0
930,İstanbul,9,2,1699000,270,250,11,0,12
931,İstanbul,9,35,749900,150,140,5,0,7
932,İstanbul,9,35,529900,120,105,3,0,0
933,İstanbul,9,2,1434900,160,150,5,0,25
934,İstanbul,9,2,800000,105,90,1,6,11
935,İstanbul,9,35,659000,140,120,5,0,0
936,İstanbul,9,35,439000,110,100,3,7,7
937,İstanbul,16,124,870000,120,115,3,5,12
938,İstanbul,9,35,1950000,165,136,5,5,5
939,İstanbul,9,35,2750000,165,146,5,3,16
940,İstanbul,31,58,1250000,127,105,5,2,0
941,İstanbul,9,35,739000,115,102,3,0,7
942,İstanbul,9,35,699000,146,120,5,0,0
943,İstanbul,9,35,340000,110,100,3,7,7
944,İstanbul,9,35,439000,110,100,3,7,7
945,İstanbul,9,35,269999,130,120,3,0,19
946,İstanbul,9,35,499999,120,110,3,0,7
947,İstanbul,3,155,2325000,220,205,11,7,26
948,İstanbul,14,35,739000,115,102,3,0,7
949,İstanbul,9,35,539999,100,95,3,0,25
950,İstanbul,3,117,615000,100,87,3,5,13
951,İstanbul,9,128,889000,110,90,3,0,7
952,İstanbul,22,135,610000,135,120,5,3,0
953,İstanbul,3,155,1250000,210,200,11,5,26
954,İstanbul,22,62,1600000,141,95,5,7,1
955,İstanbul,9,2,1575000,140,125,3,8,24
956,İstanbul,8,144,200000000,1500,1100,13,5,23
957,İstanbul,2,56,495000,130,110,5,5,7
958,İstanbul,2,37,390000,110,100,5,5,0
959,İstanbul,14,145,450000,100,90,3,8,0
960,İstanbul,9,2,1699000,270,250,11,0,12
961,İstanbul,9,35,749900,150,140,5,0,7
962,İstanbul,9,35,529900,120,105,3,0,0
963,İstanbul,9,2,1434900,160,150,5,0,25
964,İstanbul,9,2,800000,105,90,1,6,11
965,İstanbul,9,35,659000,140,120,5,0,0
966,İstanbul,9,35,439000,110,100,3,7,7
967,İstanbul,16,124,870000,120,115,3,5,12
968,İstanbul,9,35,1950000,165,136,5,5,5
969,İstanbul,9,35,2750000,165,146,5,3,16
970,İstanbul,31,58,1250000,127,105,5,2,0
971,İstanbul,9,35,739000,115,102,3,0,7
972,İstanbul,9,35,699000,146,120,5,0,0
973,İstanbul,9,35,340000,110,100,3,7,7
974,İstanbul,9,35,439000,110,100,3,7,7
975,İstanbul,9,35,269999,130,120,3,0,19
976,İstanbul,9,35,499999,120,110,3,0,7
977,İstanbul,3,155,2325000,220,205,11,7,26
978,İstanbul,14,35,739000,115,102,3,0,7
979,İstanbul,9,35,539999,100,95,3,0,25
980,İstanbul,3,117,615000,100,87,3,5,13
981,İstanbul,9,128,889000,110,90,3,0,7
982,İstanbul,22,135,610000,135,120,5,3,0
983,İstanbul,3,155,1250000,210,200,11,5,26
984,İstanbul,22,62,1600000,141,95,5,7,1
985,İstanbul,9,2,1575000,140,125,3,8,24
986,İstanbul,8,144,200000000,1500,1100,13,5,23
987,İstanbul,2,56,495000,130,110,5,5,7
988,İstanbul,2,37,390000,110,100,5,5,0
989,İstanbul,14,145,450000,100,90,3,8,0
990,İstanbul,9,2,1699000,270,250,11,0,12
991,İstanbul,9,35,749900,150,140,5,0,7
992,İstanbul,9,35,529900,120,105,3,0,0
993,İstanbul,9,2,1434900,160,150,5,0,25
994,İstanbul,9,2,800000,105,90,1,6,11
995,İstanbul,9,35,659000,140,120,5,0,0
996,İstanbul,9,35,439000,110,100,3,7,7
997,İstanbul,16,124,870000,120,115,3,5,12
998,İstanbul,9,35,1950000,165,136,5,5,5
999,İstanbul,9,35,2750000,165,146,5,3,16
1000,İstanbul,31,58,1250000,127,105,5,2,0
1001,İstanbul,9,35,739000,115,102,3,0,7
1002,İstanbul,9,35,699000,146,120,5,0,0
1003,İstanbul,9,35,340000,110,100,3,7,7
1004,İstanbul,9,35,439000,110,100,3,7,7
1005,İstanbul,9,35,269999,130,120,3,0,19
1006,İstanbul,9,35,499999,120,110,3,0,7
1007,İstanbul,3,155,2325000,220,205,11,7,26
1008,İstanbul,14,35,739000,115,102,3,0,7
1009,İstanbul,9,35,539999,100,95,3,0,25
1010,İstanbul,3,117,615000,100,87,3,5,13
1011,İstanbul,9,128,889000,110,90,3,0,7
1012,İstanbul,22,135,610000,135,120,5,3,0
1013,İstanbul,3,155,1250000,210,200,11,5,26
1014,İstanbul,22,62,1600000,141,95,5,7,1
1015,İstanbul,9,2,1575000,140,125,3,8,24
1016,İstanbul,8,144,200000000,1500,1100,13,5,23
1017,İstanbul,2,56,495000,130,110,5,5,7
1018,İstanbul,2,37,390000,110,100,5,5,0
1019,İstanbul,14,145,450000,100,90,3,8,0
1020,İstanbul,9,2,1699000,270,250,11,0,12
1021,İstanbul,9,35,749900,150,140,5,0,7
1022,İstanbul,9,35,529900,120,105,3,0,0
1023,İstanbul,9,2,1434900,160,150,5,0,25
1024,İstanbul,9,2,800000,105,90,1,6,11
1025,İstanbul,9,35,659000,140,120,5,0,0
1026,İstanbul,9,35,439000,110,100,3,7,7
1027,İstanbul,16,124,870000,120,115,3,5,12
1028,İstanbul,9,35,1950000,165,136,5,5,5
1029,İstanbul,9,35,2750000,165,146,5,3,16
1030,İstanbul,31,58,1250000,127,105,5,2,0
1031,İstanbul,9,35,739000,115,102,3,0,7
1032,İstanbul,9,35,699000,146,120,5,0,0
1033,İstanbul,9,35,340000,110,100,3,7,7
1034,İstanbul,9,35,439000,110,100,3,7,7
1035,İstanbul,9,35,269999,130,120,3,0,19
1036,İstanbul,9,35,499999,120,110,3,0,7
1037,İstanbul,3,155,2325000,220,205,11,7,26
1038,İstanbul,14,35,739000,115,102,3,0,7
1039,İstanbul,9,35,539999,100,95,3,0,25
1040,İstanbul,3,117,615000,100,87,3,5,13
1041,İstanbul,9,128,889000,110,90,3,0,7
1042,İstanbul,22,135,610000,135,120,5,3,0
1043,İstanbul,3,155,1250000,210,200,11,5,26
1044,İstanbul,22,62,1600000,141,95,5,7,1
1045,İstanbul,9,2,1575000,140,125,3,8,24
1046,İstanbul,8,144,200000000,1500,1100,13,5,23
1047,İstanbul,2,56,495000,130,110,5,5,7
1048,İstanbul,2,37,390000,110,100,5,5,0
1049,İstanbul,14,145,450000,100,90,3,8,0
1050,İstanbul,9,2,1699000,270,250,11,0,12
1051,İstanbul,9,35,749900,150,140,5,0,7
1052,İstanbul,9,35,529900,120,105,3,0,0
1053,İstanbul,9,2,1434900,160,150,5,0,25
1054,İstanbul,9,2,800000,105,90,1,6,11
1055,İstanbul,9,35,659000,140,120,5,0,0
1056,İstanbul,9,35,439000,110,100,3,7,7
1057,İstanbul,16,124,870000,120,115,3,5,12
1058,İstanbul,9,35,1950000,165,136,5,5,5
1059,İstanbul,9,35,2750000,165,146,5,3,16
1060,İstanbul,31,58,1250000,127,105,5,2,0
1061,İstanbul,9,35,739000,115,102,3,0,7
1062,İstanbul,9,35,699000,146,120,5,0,0
1063,İstanbul,9,35,340000,110,100,3,7,7
1064,İstanbul,9,35,439000,110,100,3,7,7
1065,İstanbul,9,35,269999,130,120,3,0,19
1066,İstanbul,9,35,499999,120,110,3,0,7
1067,İstanbul,3,155,2325000,220,205,11,7,26
1068,İstanbul,14,35,739000,115,102,3,0,7
1069,İstanbul,9,35,539999,100,95,3,0,25
1070,İstanbul,3,117,615000,100,87,3,5,13
1071,İstanbul,9,128,889000,110,90,3,0,7
1072,İstanbul,22,135,610000,135,120,5,3,0
1073,İstanbul,3,155,1250000,210,200,11,5,26
1074,İstanbul,22,62,1600000,141,95,5,7,1
1075,İstanbul,9,2,1575000,140,125,3,8,24
1076,İstanbul,8,144,200000000,1500,1100,13,5,23
1077,İstanbul,2,56,495000,130,110,5,5,7
1078,İstanbul,2,37,390000,110,100,5,5,0
1079,İstanbul,14,145,450000,100,90,3,8,0
1080,İstanbul,9,2,1699000,270,250,11,0,12
1081,İstanbul,9,35,749900,150,140,5,0,7
1082,İstanbul,9,35,529900,120,105,3,0,0
1083,İstanbul,9,2,1434900,160,150,5,0,25
1084,İstanbul,9,2,800000,105,90,1,6,11
1085,İstanbul,9,35,659000,140,120,5,0,0
1086,İstanbul,9,35,439000,110,100,3,7,7
1087,İstanbul,16,124,870000,120,115,3,5,12
1088,İstanbul,9,35,1950000,165,136,5,5,5
1089,İstanbul,9,35,2750000,165,146,5,3,16
1090,İstanbul,31,58,1250000,127,105,5,2,0
1091,İstanbul,9,35,739000,115,102,3,0,7
1092,İstanbul,9,35,699000,146,120,5,0,0
1093,İstanbul,9,35,340000,110,100,3,7,7
1094,İstanbul,9,35,439000,110,100,3,7,7
1095,İstanbul,9,35,269999,130,120,3,0,19
1096,İstanbul,9,35,499999,120,110,3,0,7
1097,İstanbul,3,155,2325000,220,205,11,7,26
1098,İstanbul,14,35,739000,115,102,3,0,7
1099,İstanbul,9,35,539999,100,95,3,0,25
1100,İstanbul,3,117,615000,100,87,3,5,13
1101,İstanbul,9,128,889000,110,90,3,0,7
1102,İstanbul,22,135,610000,135,120,5,3,0
1103,İstanbul,3,155,1250000,210,200,11,5,26
1104,İstanbul,22,62,1600000,141,95,5,7,1
1105,İstanbul,9,2,1575000,140,125,3,8,24
1106,İstanbul,8,144,200000000,1500,1100,13,5,23
1107,İstanbul,2,56,495000,130,110,5,5,7
1108,İstanbul,2,37,390000,110,100,5,5,0
1109,İstanbul,14,145,450000,100,90,3,8,0
1110,İstanbul,9,2,1699000,270,250,11,0,12
1111,İstanbul,9,35,749900,150,140,5,0,7
1112,İstanbul,9,35,529900,120,105,3,0,0
1113,İstanbul,9,2,1434900,160,150,5,0,25
1114,İstanbul,9,2,800000,105,90,1,6,11
